java -jar itc2021.jar ITC2021_Middle_1.xml ITC2021_Middle_1Soln.xml -start ITC2021_Middle_1Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle1
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |    7489K |        - |     5_6042 |     5_6042 |    5291.71 | *
    |    7489K |        - |     5_6039 |     5_6039 |    5291.89 | *
    |    7500K |        - |     5_6039 |     5_6039 |    5295.14 | 
    |    7539K |        - |     5_6039 |     5_6039 |    5309.56 | p-2
    | ILS perturbation level=2                      |    5309.56 | 
    |    7539K |        - |     5_6039 |    38_6085 |    5309.56 | p-2
    |    7539K |        - |    31_6081 |    31_6081 |    5309.68 | *
    |    7540K |        - |    31_6076 |    31_6076 |    5309.72 | *
    |    7541K |        - |    28_6104 |    28_6104 |    5311.79 | *
    |    7542K |        - |    28_6080 |    28_6080 |    5312.01 | *
    |    7542K |        - |    26_6089 |    26_6089 |    5312.15 | *
    |    7543K |        - |    26_6084 |    26_6084 |    5312.67 | *
    |    7546K |        - |    23_6100 |    23_6100 |    5314.42 | *
    |    7547K |        - |    22_6050 |    22_6050 |    5314.47 | *
    |    7547K |        - |    20_6049 |    20_6049 |    5314.48 | *
    |    7547K |        - |    19_6066 |    19_6066 |    5314.89 | *
    |    7548K |        - |    18_6056 |    18_6056 |    5317.95 | *
    |    7549K |        - |    18_6021 |    18_6021 |    5318.01 | *
    |    7549K |        - |    17_6012 |    17_6012 |    5318.15 | *
    |    7549K |        - |    17_6007 |    17_6007 |    5318.47 | *
    |    7554K |        - |    12_6027 |    12_6027 |    5320.33 | *
    |    7554K |        - |    12_6002 |    12_6002 |    5320.48 | *
    |    7556K |        - |    12_5986 |    12_5986 |    5320.76 | *
    |    7556K |        - |    12_5985 |    12_5985 |    5320.92 | *
    |    7557K |        - |     9_5920 |     9_5920 |    5321.20 | *
    |    7558K |        - |     7_6031 |     7_6031 |    5321.95 | *
    |    7600K |        - |     7_6031 |     7_6031 |    5339.34 | 
    |    7608K |        - |     5_6039 |     7_6031 |    5342.44 | p-2
    | ILS perturbation level=2                      |    5342.44 | 
    |    7608K |        - |     5_6039 |    21_6030 |    5342.44 | p-2
    |    7608K |        - |    17_6035 |    17_6035 |    5342.46 | *
    |    7608K |        - |    10_6040 |    10_6040 |    5342.60 | *
    |    7608K |        - |     7_6035 |     7_6035 |    5342.61 | *
    |    7608K |        - |     5_6154 |     5_6154 |    5342.74 | *
    |    7609K |        - |     5_6039 |     5_6039 |    5342.78 | *
    |    7659K |        - |     5_6039 |     5_6039 |    5362.13 | p-2
    | ILS perturbation level=2                      |    5362.13 | 
    |    7659K |        - |     5_6039 |    52_6175 |    5362.13 | p-2
    |    7659K |        - |    40_6181 |    40_6181 |    5362.39 | *
    |    7659K |        - |    40_6167 |    40_6167 |    5362.41 | *
    |    7659K |        - |    11_6047 |    11_6047 |    5362.42 | *
    |    7659K |        - |     8_6030 |     8_6030 |    5362.42 | *
    |    7659K |        - |     5_6039 |     5_6039 |    5362.64 | *
    |    7700K |        - |     5_6039 |     5_6039 |    5378.17 | 
    |    7709K |        - |     5_6039 |     5_6039 |    5382.11 | p-2
    | ILS perturbation level=2                      |    5382.11 | 
    |    7709K |        - |     5_6039 |    79_6115 |    5382.11 | p-2
    |    7709K |        - |    77_6136 |    77_6136 |    5382.13 | *
    |    7709K |        - |    75_6145 |    75_6145 |    5382.13 | *
    |    7709K |        - |    74_6148 |    74_6148 |    5382.13 | *
    |    7709K |        - |    72_6177 |    72_6177 |    5382.14 | *
    |    7709K |        - |    72_6167 |    72_6167 |    5382.14 | *
    |    7709K |        - |    72_6154 |    72_6154 |    5382.14 | *
    |    7710K |        - |    67_6164 |    67_6164 |    5382.14 | *
    |    7710K |        - |    66_6185 |    66_6185 |    5382.29 | *
    |    7710K |        - |    60_6245 |    60_6245 |    5382.69 | *
    |    7710K |        - |    60_6205 |    60_6205 |    5382.71 | *
    |    7710K |        - |    59_6184 |    59_6184 |    5382.71 | *
    |    7710K |        - |    59_6170 |    59_6170 |    5384.19 | *
    |    7711K |        - |    57_6169 |    57_6169 |    5384.30 | *
    |    7711K |        - |    56_6286 |    56_6286 |    5394.14 | *
    |    7711K |        - |    55_6286 |    55_6286 |    5394.16 | *
    |    7711K |        - |    54_6319 |    54_6319 |    5395.49 | *
    |    7712K |        - |    54_6308 |    54_6308 |    5395.84 | *
    |    7712K |        - |    54_6303 |    54_6303 |    5395.87 | *
    |    7715K |        - |    53_6369 |    53_6369 |    5397.02 | *
    |    7715K |        - |    53_6368 |    53_6368 |    5397.99 | *
    |    7716K |        - |    53_6362 |    53_6362 |    5399.75 | *
    |    7717K |        - |    47_6346 |    47_6346 |    5400.88 | *
    |    7718K |        - |    47_6342 |    47_6342 |    5400.93 | *
    |    7724K |        - |    45_6397 |    45_6397 |    5403.66 | *
    |    7724K |        - |    45_6382 |    45_6382 |    5403.68 | *
    |    7726K |        - |    42_6380 |    42_6380 |    5408.38 | *
    |    7727K |        - |    42_6375 |    42_6375 |    5408.55 | *
    |    7727K |        - |    36_6405 |    36_6405 |    5438.94 | *
    |    7727K |        - |    36_6404 |    36_6404 |    5438.99 | *
    |    7727K |        - |    31_6359 |    31_6359 |    5438.99 | *
    |    7728K |        - |    31_6344 |    31_6344 |    5439.02 | *
    |    7728K |        - |    30_6364 |    30_6364 |    5439.14 | *
    |    7728K |        - |    30_6354 |    30_6354 |    5439.69 | *
    |    7729K |        - |    30_6350 |    30_6350 |    5440.16 | *
    |    7729K |        - |    30_6345 |    30_6345 |    5440.46 | *
    |    7742K |        - |    29_6360 |    29_6360 |    5445.71 | *
    |    7746K |        - |    27_6365 |    27_6365 |    5447.48 | *
    |    7748K |        - |    26_6411 |    26_6411 |    5448.12 | *
    |    7748K |        - |    26_6381 |    26_6381 |    5448.12 | *
    |    7748K |        - |    25_6385 |    25_6385 |    5448.22 | *
    |    7748K |        - |    25_6350 |    25_6350 |    5448.25 | *
    |    7756K |        - |    24_6341 |    24_6341 |    5450.35 | *
    |    7756K |        - |    24_6296 |    24_6296 |    5450.61 | *
    |    7757K |        - |    24_6286 |    24_6286 |    5450.72 | *
    |    7771K |        - |    21_6230 |    21_6230 |    5457.86 | *
    |    7772K |        - |    21_6225 |    21_6225 |    5458.33 | *
    |    7776K |        - |    19_6281 |    19_6281 |    5459.88 | *
    |    7776K |        - |    19_6279 |    19_6279 |    5460.25 | *
    |    7776K |        - |    19_6275 |    19_6275 |    5460.27 | *
    |    7800K |        - |    19_6275 |    19_6275 |    5470.32 | 
    |    7826K |        - |     5_6039 |    19_6275 |    5482.33 | p-2
    | ILS perturbation level=2                      |    5482.33 | 
    |    7826K |        - |     5_6039 |    45_6133 |    5482.33 | p-2
    |    7826K |        - |    41_6124 |    41_6124 |    5482.45 | *
    |    7826K |        - |    33_6114 |    33_6114 |    5482.45 | *
    |    7827K |        - |    33_6094 |    33_6094 |    5482.50 | *
    |    7827K |        - |    31_6085 |    31_6085 |    5482.80 | *
    |    7827K |        - |    29_6155 |    29_6155 |    5482.83 | *
    |    7828K |        - |    29_6154 |    29_6154 |    5482.91 | *
    |    7829K |        - |    13_6110 |    13_6110 |    5483.20 | *
    |    7829K |        - |     7_6119 |     7_6119 |    5483.25 | *
    |    7840K |        - |     5_6154 |     5_6154 |    5494.30 | *
    |    7840K |        - |     5_6039 |     5_6039 |    5494.33 | *
    |    7890K |        - |     5_6039 |     5_6039 |    5513.83 | p-2
    | ILS perturbation level=2                      |    5513.83 | 
    |    7890K |        - |     5_6039 |    58_6214 |    5513.83 | p-2
    |    7890K |        - |    53_6204 |    53_6204 |    5513.85 | *
    |    7890K |        - |    50_6204 |    50_6204 |    5513.86 | *
    |    7890K |        - |    50_6203 |    50_6203 |    5513.86 | *
    |    7890K |        - |    20_6029 |    20_6029 |    5513.86 | *
    |    7890K |        - |    19_6022 |    19_6022 |    5513.86 | *
    |    7890K |        - |    18_6023 |    18_6023 |    5513.99 | *
    |    7890K |        - |    15_6078 |    15_6078 |    5513.99 | *
    |    7890K |        - |    14_6058 |    14_6058 |    5513.99 | *
    |    7892K |        - |    14_6057 |    14_6057 |    5514.30 | *
    |    7892K |        - |    14_6052 |    14_6052 |    5514.50 | *
    |    7895K |        - |     5_6043 |     5_6043 |    5515.04 | *
    |    7896K |        - |     5_6039 |     5_6039 |    5515.16 | *
    |    7900K |        - |     5_6039 |     5_6039 |    5516.66 | 
    |    7946K |        - |     5_6039 |     5_6039 |    5534.02 | p-2
    | ILS perturbation level=2                      |    5534.02 | 
    |    7946K |        - |     5_6039 |    45_6132 |    5534.02 | p-2
    |    7946K |        - |    42_6162 |    42_6162 |    5534.04 | *
    |    7946K |        - |    42_6161 |    42_6161 |    5534.06 | *
    |    7946K |        - |    42_6155 |    42_6155 |    5534.08 | *
    |    7946K |        - |    41_6185 |    41_6185 |    5534.26 | *
    |    7946K |        - |    37_6191 |    37_6191 |    5534.28 | *
    |    7947K |        - |    36_6181 |    36_6181 |    5534.33 | *
    |    7947K |        - |    36_6171 |    36_6171 |    5534.40 | *
    |    7947K |        - |    35_6177 |    35_6177 |    5534.92 | *
    |    7948K |        - |    35_6147 |    35_6147 |    5534.96 | *
    |    7948K |        - |    25_5983 |    25_5983 |    5535.13 | *
    |    7948K |        - |    17_5982 |    17_5982 |    5535.27 | *
    |    7948K |        - |    17_5978 |    17_5978 |    5535.27 | *
    |    7948K |        - |    13_6048 |    13_6048 |    5535.28 | *
    |    7948K |        - |    13_6044 |    13_6044 |    5535.41 | *
    |    7948K |        - |    12_6029 |    12_6029 |    5535.42 | *
    |    7950K |        - |    12_6023 |    12_6023 |    5536.06 | *
    |    7950K |        - |     9_6028 |     9_6028 |    5536.06 | *
    |    7950K |        - |     7_6044 |     7_6044 |    5536.34 | *
    |    7950K |        - |     5_6039 |     5_6039 |    5536.35 | *
    |    8000K |        - |     5_6039 |     5_6039 |    5556.34 | p-2
    | ILS perturbation level=2                      |    5556.34 | 
    |    8000K |        - |     5_6039 |    37_6107 |    5556.34 | p-2
    |    8000K |        - |    37_6107 |    37_6107 |    5556.34 | 
    |    8000K |        - |    35_6141 |    35_6141 |    5556.61 | *
    |    8000K |        - |    33_6152 |    33_6152 |    5556.73 | *
    |    8000K |        - |    31_6138 |    31_6138 |    5556.75 | *
    |    8000K |        - |    29_6139 |    29_6139 |    5557.09 | *
    |    8001K |        - |    29_6134 |    29_6134 |    5557.12 | *
    |    8001K |        - |    28_6238 |    28_6238 |    5557.14 | *
    |    8001K |        - |    26_6238 |    26_6238 |    5557.15 | *
    |    8001K |        - |    24_6239 |    24_6239 |    5557.55 | *
    |    8001K |        - |    24_6179 |    24_6179 |    5557.58 | *
    |    8002K |        - |    22_6184 |    22_6184 |    5557.67 | *
    |    8003K |        - |     5_6154 |     5_6154 |    5558.28 | *
    |    8003K |        - |     5_6039 |     5_6039 |    5558.28 | *
    |    8053K |        - |     5_6039 |     5_6039 |    5575.14 | p-2
    | ILS perturbation level=2                      |    5575.14 | 
    |    8053K |        - |     5_6039 |    28_5943 |    5575.14 | p-2
    |    8053K |        - |    26_5952 |    26_5952 |    5575.27 | *
    |    8053K |        - |    26_5951 |    26_5951 |    5575.28 | *
    |    8053K |        - |    26_5941 |    26_5941 |    5575.28 | *
    |    8054K |        - |    24_5951 |    24_5951 |    5575.53 | *
    |    8054K |        - |    20_5961 |    20_5961 |    5575.88 | *
    |    8054K |        - |    20_5958 |    20_5958 |    5575.89 | *
    |    8055K |        - |    20_5957 |    20_5957 |    5575.94 | *
    |    8055K |        - |    19_6039 |    19_6039 |    5576.17 | *
    |    8062K |        - |    18_6019 |    18_6019 |    5582.64 | *
    |    8064K |        - |    16_6133 |    16_6133 |    5583.71 | *
    |    8064K |        - |    16_6131 |    16_6131 |    5583.71 | *
    |    8065K |        - |    14_6221 |    14_6221 |    5584.07 | *
    |    8100K |        - |    14_6221 |    14_6221 |    5596.54 | 
    |    8115K |        - |     5_6039 |    14_6221 |    5603.26 | p-2
    | ILS perturbation level=2                      |    5603.26 | 
    |    8115K |        - |     5_6039 |    61_6348 |    5603.26 | p-2
    |    8115K |        - |    47_6212 |    47_6212 |    5603.26 | *
    |    8115K |        - |    43_6221 |    43_6221 |    5603.26 | *
    |    8115K |        - |    42_6268 |    42_6268 |    5603.46 | *
    |    8115K |        - |    42_6263 |    42_6263 |    5603.46 | *
    |    8115K |        - |    41_6258 |    41_6258 |    5603.51 | *
    |    8115K |        - |    41_6248 |    41_6248 |    5603.51 | *
    |    8116K |        - |    34_6450 |    34_6450 |    5605.19 | *
    |    8117K |        - |    30_6423 |    30_6423 |    5605.82 | *
    |    8117K |        - |    29_6413 |    29_6413 |    5605.87 | *
    |    8122K |        - |    28_6385 |    28_6385 |    5607.60 | *
    |    8128K |        - |    27_6394 |    27_6394 |    5610.64 | *
    |    8143K |        - |    26_6439 |    26_6439 |    5618.77 | *
    |    8143K |        - |    26_6425 |    26_6425 |    5618.77 | *
    |    8161K |        - |    24_6493 |    24_6493 |    5631.86 | *
    |    8161K |        - |    24_6489 |    24_6489 |    5631.91 | *
    |    8161K |        - |    22_6494 |    22_6494 |    5631.94 | *
    |    8200K |        - |    22_6494 |    22_6494 |    5646.76 | 
    |    8211K |        - |     5_6039 |    22_6494 |    5651.88 | p-2
    | ILS perturbation level=3                      |    5651.88 | 
    |    8211K |        - |     5_6039 |   108_5922 |    5651.88 | p-3
    |    8211K |        - |   108_5913 |   108_5913 |    5651.90 | *
    |    8211K |        - |   106_5924 |   106_5924 |    5651.90 | *
    |    8211K |        - |   104_5934 |   104_5934 |    5651.90 | *
    |    8211K |        - |   102_6014 |   102_6014 |    5651.90 | *
    |    8211K |        - |    78_6000 |    78_6000 |    5651.90 | *
    |    8212K |        - |    77_6065 |    77_6065 |    5651.92 | *
    |    8212K |        - |    76_6070 |    76_6070 |    5652.35 | *
    |    8212K |        - |    62_6179 |    62_6179 |    5652.35 | *
    |    8212K |        - |    57_6185 |    57_6185 |    5652.37 | *
    |    8212K |        - |    51_6185 |    51_6185 |    5652.62 | *
    |    8212K |        - |    48_6180 |    48_6180 |    5652.62 | *
    |    8212K |        - |    48_6175 |    48_6175 |    5652.63 | *
    |    8212K |        - |    33_6118 |    33_6118 |    5652.90 | *
    |    8212K |        - |    31_6122 |    31_6122 |    5652.93 | *
    |    8212K |        - |    31_6112 |    31_6112 |    5652.95 | *
    |    8212K |        - |    26_6122 |    26_6122 |    5653.07 | *
    |    8213K |        - |    19_6104 |    19_6104 |    5653.12 | *
    |    8213K |        - |    19_6094 |    19_6094 |    5653.32 | *
    |    8214K |        - |    16_6129 |    16_6129 |    5653.34 | *
    |    8214K |        - |     6_6039 |     6_6039 |    5653.35 | *
    |    8214K |        - |     5_6039 |     5_6039 |    5653.38 | *
    |    8264K |        - |     5_6039 |     5_6039 |    5671.54 | p-3
    | ILS perturbation level=3                      |    5671.54 | 
    |    8264K |        - |     5_6039 |    84_6234 |    5671.54 | p-3
    |    8264K |        - |    80_6269 |    80_6269 |    5671.57 | *
    |    8264K |        - |    73_6249 |    73_6249 |    5671.58 | *
    |    8264K |        - |    72_6299 |    72_6299 |    5671.60 | *
    |    8264K |        - |    72_6294 |    72_6294 |    5671.60 | *
