java -jar itc2021.jar ITC2021_Middle_2.xml ITC2021_Middle_2Soln.xml -start ITC2021_Middle_2Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle2
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |    7202K |        - |    46_7386 |    46_7386 |    5667.29 | *
    |    7203K |        - |    46_7302 |    46_7302 |    5667.31 | *
    |    7203K |        - |    44_7301 |    44_7301 |    5668.42 | *
    |    7204K |        - |    43_7294 |    43_7294 |    5669.76 | *
    |    7204K |        - |    43_7219 |    43_7219 |    5669.78 | *
    |    7205K |        - |    41_7229 |    41_7229 |    5670.04 | *
    |    7213K |        - |    36_7375 |    36_7375 |    5674.48 | *
    |    7214K |        - |    35_7384 |    35_7384 |    5674.72 | *
    |    7264K |        - |    17_7328 |    35_7384 |    5704.49 | p-1
    | ILS perturbation level=2                      |    5704.49 | 
    |    7264K |        - |    17_7328 |    67_7479 |    5704.49 | p-2
    |    7264K |        - |    59_7498 |    59_7498 |    5704.66 | *
    |    7264K |        - |    58_7389 |    58_7389 |    5705.61 | *
    |    7264K |        - |    53_7363 |    53_7363 |    5705.69 | *
    |    7265K |        - |    49_7396 |    49_7396 |    5705.80 | *
    |    7267K |        - |    27_7257 |    27_7257 |    5706.47 | *
    |    7267K |        - |    18_7238 |    18_7238 |    5706.62 | *
    |    7285K |        - |    17_7488 |    17_7488 |    5713.99 | *
    |    7286K |        - |    17_7328 |    17_7328 |    5714.20 | *
    |    7300K |        - |    17_7328 |    17_7328 |    5720.90 | 
    |    7336K |        - |    17_7328 |    17_7328 |    5738.51 | p-2
    | ILS perturbation level=2                      |    5738.51 | 
    |    7336K |        - |    17_7328 |    97_7411 |    5738.51 | p-2
    |    7336K |        - |    94_7446 |    94_7446 |    5738.52 | *
    |    7336K |        - |    94_7438 |    94_7438 |    5738.54 | *
    |    7336K |        - |    92_7442 |    92_7442 |    5738.54 | *
    |    7336K |        - |    90_7452 |    90_7452 |    5738.54 | *
    |    7336K |        - |    89_7447 |    89_7447 |    5738.55 | *
    |    7336K |        - |    87_7452 |    87_7452 |    5738.57 | *
    |    7336K |        - |    83_7451 |    83_7451 |    5738.57 | *
    |    7336K |        - |    80_7457 |    80_7457 |    5738.58 | *
    |    7336K |        - |    75_7440 |    75_7440 |    5738.61 | *
    |    7336K |        - |    75_7429 |    75_7429 |    5738.63 | *
    |    7337K |        - |    73_7429 |    73_7429 |    5738.66 | *
    |    7337K |        - |    72_7424 |    72_7424 |    5738.66 | *
    |    7337K |        - |    69_7414 |    69_7414 |    5738.72 | *
    |    7337K |        - |    68_7508 |    68_7508 |    5738.74 | *
    |    7337K |        - |    65_7503 |    65_7503 |    5740.50 | *
    |    7338K |        - |    62_7476 |    62_7476 |    5740.75 | *
    |    7338K |        - |    61_7405 |    61_7405 |    5740.75 | *
    |    7338K |        - |    58_7400 |    58_7400 |    5740.79 | *
    |    7338K |        - |    57_7405 |    57_7405 |    5741.10 | *
    |    7339K |        - |    56_7278 |    56_7278 |    5742.87 | *
    |    7339K |        - |    54_7327 |    54_7327 |    5743.46 | *
    |    7344K |        - |    53_7338 |    53_7338 |    5747.07 | *
    |    7344K |        - |    52_7383 |    52_7383 |    5747.13 | *
    |    7349K |        - |    51_7513 |    51_7513 |    5750.88 | *
    |    7350K |        - |    51_7508 |    51_7508 |    5751.15 | *
    |    7362K |        - |    50_7618 |    50_7618 |    5765.26 | *
    |    7400K |        - |    50_7618 |    50_7618 |    5790.80 | 
    |    7412K |        - |    17_7328 |    50_7618 |    5801.79 | p-2
    | ILS perturbation level=2                      |    5801.79 | 
    |    7412K |        - |    17_7328 |    89_7407 |    5801.79 | p-2
    |    7412K |        - |    88_7384 |    88_7384 |    5801.80 | *
    |    7412K |        - |    78_7343 |    78_7343 |    5801.82 | *
    |    7412K |        - |    78_7313 |    78_7313 |    5801.82 | *
    |    7412K |        - |    59_7248 |    59_7248 |    5801.82 | *
    |    7412K |        - |    58_7254 |    58_7254 |    5801.88 | *
    |    7412K |        - |    57_7227 |    57_7227 |    5801.90 | *
    |    7413K |        - |    55_7242 |    55_7242 |    5802.10 | *
    |    7413K |        - |    33_7368 |    33_7368 |    5802.13 | *
    |    7413K |        - |    25_7376 |    25_7376 |    5802.21 | *
    |    7413K |        - |    18_7358 |    18_7358 |    5802.32 | *
    |    7413K |        - |    17_7353 |    17_7353 |    5802.32 | *
    |    7414K |        - |    17_7328 |    17_7328 |    5802.94 | *
    |    7464K |        - |    17_7328 |    17_7328 |    5825.93 | p-2
    | ILS perturbation level=2                      |    5825.93 | 
    |    7464K |        - |    17_7328 |    93_7283 |    5825.93 | p-2
    |    7464K |        - |    83_7324 |    83_7324 |    5825.97 | *
    |    7464K |        - |    77_7181 |    77_7181 |    5828.45 | *
    |    7465K |        - |    77_7166 |    77_7166 |    5828.48 | *
    |    7465K |        - |    69_7210 |    69_7210 |    5828.64 | *
    |    7465K |        - |    61_7037 |    61_7037 |    5830.47 | *
    |    7465K |        - |    60_7042 |    60_7042 |    5830.52 | *
    |    7465K |        - |    60_6997 |    60_6997 |    5830.55 | *
    |    7467K |        - |    60_6935 |    60_6935 |    5831.49 | *
    |    7467K |        - |    60_6929 |    60_6929 |    5831.55 | *
    |    7468K |        - |    59_7004 |    59_7004 |    5832.18 | *
    |    7475K |        - |    57_7126 |    57_7126 |    5942.52 | *
    |    7475K |        - |    57_7096 |    57_7096 |    5942.59 | *
    |    7484K |        - |    54_7099 |    54_7099 |    5949.63 | *
    |    7500K |        - |    50_7119 |    50_7119 |    5961.22 | *
    |    7500K |        - |    50_7119 |    50_7119 |    5961.83 | 
    |    7501K |        - |    48_7079 |    48_7079 |    5963.71 | *
    |    7502K |        - |    46_7230 |    46_7230 |    5964.36 | *
    |    7552K |        - |    17_7328 |    46_7230 |    5989.11 | p-2
    | ILS perturbation level=2                      |    5989.11 | 
    |    7552K |        - |    17_7328 |    57_7304 |    5989.11 | p-2
    |    7553K |        - |    56_7305 |    56_7305 |    5989.18 | *
    |    7553K |        - |    42_7303 |    42_7303 |    5989.32 | *
    |    7555K |        - |    39_7304 |    39_7304 |    5990.94 | *
    |    7558K |        - |    38_7334 |    38_7334 |    5992.60 | *
    |    7565K |        - |    20_7352 |    20_7352 |    5997.02 | *
    |    7565K |        - |    17_7353 |    17_7353 |    5997.13 | *
    |    7568K |        - |    17_7328 |    17_7328 |    5998.52 | *
    |    7600K |        - |    17_7328 |    17_7328 |    6011.08 | 
    |    7618K |        - |    17_7328 |    17_7328 |    6019.82 | p-2
    | ILS perturbation level=2                      |    6019.82 | 
    |    7618K |        - |    17_7328 |    88_7458 |    6019.82 | p-2
    |    7618K |        - |    87_7446 |    87_7446 |    6019.83 | *
    |    7618K |        - |    85_7476 |    85_7476 |    6019.86 | *
    |    7619K |        - |    84_7476 |    84_7476 |    6019.88 | *
    |    7619K |        - |    84_7471 |    84_7471 |    6019.89 | *
    |    7619K |        - |    81_7450 |    81_7450 |    6019.92 | *
    |    7619K |        - |    72_7455 |    72_7455 |    6019.93 | *
    |    7619K |        - |    71_7445 |    71_7445 |    6019.93 | *
    |    7619K |        - |    69_7439 |    69_7439 |    6022.07 | *
    |    7619K |        - |    69_7410 |    69_7410 |    6022.12 | *
    |    7620K |        - |    67_7415 |    67_7415 |    6022.36 | *
    |    7620K |        - |    66_7391 |    66_7391 |    6022.62 | *
    |    7621K |        - |    65_7398 |    65_7398 |    6023.47 | *
    |    7621K |        - |    63_7463 |    63_7463 |    6023.61 | *
    |    7621K |        - |    63_7233 |    63_7233 |    6023.72 | *
    |    7622K |        - |    62_7268 |    62_7268 |    6024.73 | *
    |    7623K |        - |    62_7258 |    62_7258 |    6025.26 | *
    |    7625K |        - |    60_7276 |    60_7276 |    6027.76 | *
    |    7626K |        - |    58_7257 |    58_7257 |    6027.84 | *
    |    7628K |        - |    56_7190 |    56_7190 |    6030.49 | *
    |    7629K |        - |    52_7295 |    52_7295 |    6030.98 | *
    |    7629K |        - |    52_7274 |    52_7274 |    6031.06 | *
    |    7679K |        - |    49_7438 |    49_7438 |    6070.22 | *
    |    7679K |        - |    48_7428 |    48_7428 |    6071.30 | *
    |    7681K |        - |    47_7422 |    47_7422 |    6073.72 | *
    |    7682K |        - |    46_7373 |    46_7373 |    6074.72 | *
    |    7682K |        - |    45_7293 |    45_7293 |    6074.74 | *
    |    7682K |        - |    44_7289 |    44_7289 |    6074.77 | *
    |    7682K |        - |    43_7299 |    43_7299 |    6074.78 | *
    |    7686K |        - |    41_7349 |    41_7349 |    6077.58 | *
    |    7686K |        - |    41_7274 |    41_7274 |    6077.58 | *
    |    7700K |        - |    41_7274 |    41_7274 |    6083.85 | 
    |    7716K |        - |    40_7158 |    40_7158 |    6091.62 | *
    |    7716K |        - |    40_7143 |    40_7143 |    6091.66 | *
    |    7766K |        - |    17_7328 |    40_7143 |    6119.09 | p-2
    | ILS perturbation level=2                      |    6119.09 | 
    |    7766K |        - |    17_7328 |    36_7348 |    6119.09 | p-2
    |    7766K |        - |    33_7338 |    33_7338 |    6119.12 | *
    |    7767K |        - |    25_7343 |    25_7343 |    6119.28 | *
    |    7767K |        - |    20_7343 |    20_7343 |    6119.29 | *
    |    7767K |        - |    17_7353 |    17_7353 |    6119.40 | *
    |    7800K |        - |    17_7353 |    17_7353 |    6133.66 | 
    |    7817K |        - |    17_7328 |    17_7353 |    6142.39 | p-2
    | ILS perturbation level=2                      |    6142.39 | 
    |    7817K |        - |    17_7328 |   127_7598 |    6142.39 | p-2
    |    7817K |        - |   127_7568 |   127_7568 |    6142.39 | *
    |    7817K |        - |   126_7568 |   126_7568 |    6142.41 | *
    |    7817K |        - |   124_7598 |   124_7598 |    6142.41 | *
    |    7817K |        - |   113_7633 |   113_7633 |    6142.42 | *
    |    7817K |        - |   107_7574 |   107_7574 |    6142.44 | *
    |    7817K |        - |   102_7563 |   102_7563 |    6142.46 | *
    |    7817K |        - |    92_7558 |    92_7558 |    6142.47 | *
    |    7817K |        - |    91_7767 |    91_7767 |    6142.47 | *
    |    7817K |        - |    89_7762 |    89_7762 |    6142.49 | *
    |    7818K |        - |    87_7747 |    87_7747 |    6142.86 | *
    |    7818K |        - |    82_7740 |    82_7740 |    6143.86 | *
    |    7819K |        - |    77_7610 |    77_7610 |    6145.78 | *
    |    7819K |        - |    76_7640 |    76_7640 |    6145.80 | *
    |    7819K |        - |    74_7646 |    74_7646 |    6145.83 | *
    |    7819K |        - |    74_7645 |    74_7645 |    6145.96 | *
    |    7819K |        - |    74_7640 |    74_7640 |    6145.99 | *
    |    7819K |        - |    71_7660 |    71_7660 |    6146.05 | *
    |    7820K |        - |    65_7655 |    65_7655 |    6146.11 | *
    |    7820K |        - |    62_7656 |    62_7656 |    6146.35 | *
    |    7821K |        - |    61_7631 |    61_7631 |    6146.88 | *
    |    7821K |        - |    61_7557 |    61_7557 |    6146.88 | *
    |    7821K |        - |    59_7531 |    59_7531 |    6147.00 | *
    |    7826K |        - |    52_7461 |    52_7461 |    6150.33 | *
    |    7827K |        - |    51_7485 |    51_7485 |    6151.02 | *
    |    7837K |        - |    45_7402 |    45_7402 |    6157.24 | *
    |    7885K |        - |    43_7567 |    43_7567 |    6184.48 | *
    |    7900K |        - |    43_7567 |    43_7567 |    6192.39 | 
    |    7935K |        - |    17_7328 |    43_7567 |    6213.73 | p-2
    | ILS perturbation level=2                      |    6213.73 | 
    |    7935K |        - |    17_7328 |   117_7695 |    6213.73 | p-2
    |    7935K |        - |   116_7600 |   116_7600 |    6213.73 | *
    |    7935K |        - |   116_7481 |   116_7481 |    6213.75 | *
    |    7935K |        - |   113_7492 |   113_7492 |    6213.75 | *
    |    7935K |        - |    61_7334 |    61_7334 |    6213.87 | *
    |    7936K |        - |    59_7324 |    59_7324 |    6214.00 | *
    |    7936K |        - |    59_7303 |    59_7303 |    6214.06 | *
    |    7937K |        - |    51_7283 |    51_7283 |    6214.20 | *
    |    7937K |        - |    51_7273 |    51_7273 |    6215.11 | *
    |    7939K |        - |    21_7333 |    21_7333 |    6216.33 | *
    |    7939K |        - |    21_7288 |    21_7288 |    6216.56 | *
    |    7957K |        - |    20_7303 |    20_7303 |    6223.53 | *
    |    8000K |        - |    20_7303 |    20_7303 |    6241.21 | 
    |    8002K |        - |    18_7358 |    18_7358 |    6242.01 | *
    |    8002K |        - |    17_7358 |    17_7358 |    6242.10 | *
    |    8002K |        - |    17_7353 |    17_7353 |    6242.11 | *
    |    8052K |        - |    17_7328 |    17_7353 |    6262.00 | p-2
    | ILS perturbation level=2                      |    6262.00 | 
    |    8052K |        - |    17_7328 |    58_7400 |    6262.00 | p-2
    |    8053K |        - |    58_7395 |    58_7395 |    6262.03 | *
    |    8053K |        - |    52_7385 |    52_7385 |    6262.05 | *
    |    8053K |        - |    45_7409 |    45_7409 |    6262.14 | *
    |    8053K |        - |    39_7378 |    39_7378 |    6262.25 | *
    |    8053K |        - |    37_7364 |    37_7364 |    6262.30 | *
    |    8059K |        - |    35_7398 |    35_7398 |    6265.14 | *
    |    8059K |        - |    31_7477 |    31_7477 |    6265.90 | *
    |    8067K |        - |    28_7376 |    28_7376 |    6270.47 | *
    |    8068K |        - |    28_7311 |    28_7311 |    6270.83 | *
    |    8076K |        - |    26_7256 |    26_7256 |    6273.76 | *
    |    8100K |        - |    26_7256 |    26_7256 |    6286.69 | 
    |    8119K |        - |    21_7376 |    21_7376 |    6295.99 | *
    |    8119K |        - |    21_7367 |    21_7367 |    6296.07 | *
    |    8122K |        - |    20_7373 |    20_7373 |    6296.92 | *
    |    8122K |        - |    19_7478 |    19_7478 |    6296.92 | *
    |    8172K |        - |    17_7328 |    19_7478 |    6317.36 | p-2
    | ILS perturbation level=2                      |    6317.36 | 
    |    8172K |        - |    17_7328 |    43_7156 |    6317.36 | p-2
    |    8172K |        - |    41_7181 |    41_7181 |    6317.37 | *
    |    8172K |        - |    41_7151 |    41_7151 |    6317.38 | *
    |    8172K |        - |    20_7308 |    20_7308 |    6317.39 | *
    |    8172K |        - |    17_7328 |    17_7328 |    6317.41 | *
    |    8200K |        - |    17_7328 |    17_7328 |    6328.99 | 
    |    8222K |        - |    17_7328 |    17_7328 |    6337.06 | p-2
    | ILS perturbation level=2                      |    6337.06 | 
    |    8222K |        - |    17_7328 |    69_7152 |    6337.06 | p-2
    |    8222K |        - |    60_7152 |    60_7152 |    6337.62 | *
    |    8222K |        - |    60_7148 |    60_7148 |    6337.64 | *
    |    8222K |        - |    59_7253 |    59_7253 |    6337.65 | *
    |    8222K |        - |    45_7267 |    45_7267 |    6337.81 | *
    |    8222K |        - |    37_7437 |    37_7437 |    6337.84 | *
    |    8223K |        - |    24_7446 |    24_7446 |    6337.87 | *
    |    8223K |        - |    18_7373 |    18_7373 |    6337.89 | *
    |    8223K |        - |    17_7328 |    17_7328 |    6338.31 | *
    |    8273K |        - |    17_7328 |    17_7328 |    6358.95 | p-2
    | ILS perturbation level=2                      |    6358.95 | 
    |    8273K |        - |    17_7328 |    88_7362 |    6358.95 | p-2
    |    8273K |        - |    83_7337 |    83_7337 |    6359.06 | *
    |    8273K |        - |    81_7329 |    81_7329 |    6359.15 | *
    |    8273K |        - |    78_7295 |    78_7295 |    6360.06 | *
